Iteration	Posterior	Likelihood	Prior	cw	lb	to
3726	-32.5372	-30.9775	-1.55971	0.393593	0.3467956	0.8193223
3727	-33.9125	-31.9419	-1.97067	0.393593	0.9035089	0.673571
3728	-33.8092	-30.969	-2.84023	1.19601	0.9035089	0.7407121
3729	-33.8092	-30.969	-2.84023	1.19601	0.9035089	0.7407121
3730	-33.1987	-30.2997	-2.89904	1.19601	0.3384687	1.364566
3731	-33.1987	-30.2997	-2.89904	1.19601	0.3384687	1.364566
3732	-32.5588	-31.3085	-1.25032	0.2710878	0.3384687	0.6407615
3733	-33.2472	-32.1812	-1.06597	0.1575433	0.3384687	0.5699607
3734	-32.7327	-31.7553	-0.977479	0.1704311	0.2370874	0.5699607
3735	-33.9717	-32.7055	-1.26621	0.1704311	0.120989	0.9747884
3736	-32.7275	-31.6661	-1.06144	0.209805	0.120989	0.7306461
3737	-32.764	-31.0137	-1.7503	0.4715718	0.5480805	0.7306461
3738	-33.1962	-31.7303	-1.46593	0.6392841	0.5480805	0.278565
3739	-33.5782	-31.3041	-2.27416	0.6392841	0.9069826	0.7278972
3740	-35.7931	-31.7056	-4.08748	2.775169	0.5844165	0.7278972
3741	-35.2927	-30.4449	-4.84783	2.775169	0.5844165	1.488245
3742	-35.325	-30.4148	-4.91019	2.488453	0.3224576	2.09928
3743	-35.3529	-31.368	-3.98489	1.900386	1.258106	0.826398
3744	-34.8071	-30.6997	-4.1074	1.325467	1.137633	1.644296
3745	-34.8071	-30.6997	-4.1074	1.325467	1.137633	1.644296
3746	-33.6763	-30.4389	-3.23748	1.325467	0.2677139	1.644296
3747	-33.8722	-30.4566	-3.41565	1.409856	0.2677139	1.73808
3748	-33.7076	-30.3201	-3.38754	1.409856	0.6583168	1.319366
3749	-33.3623	-30.2285	-3.13378	1.409856	0.4045578	1.319366
3750	-32.4422	-30.4268	-2.01534	0.9775468	0.4045578	0.6332371
3751	-33.9292	-30.2928	-3.63644	1.533709	0.4045578	1.698174
3752	-35.0012	-30.3525	-4.64872	2.545988	0.4045578	1.698174
3753	-33.7042	-30.5705	-3.13365	1.030922	0.4045578	1.698174
3754	-32.5814	-30.2733	-2.30808	1.030922	0.4045578	0.8726036
3755	-33.0676	-30.346	-2.72164	1.030922	0.4045578	1.286164
3756	-32.82	-30.2819	-2.53805	1.030922	0.4045578	1.102568
3757	-31.6674	-30.3602	-1.30718	0.5766468	0.269625	0.4609088
3758	-31.7237	-30.3187	-1.40496	0.5766468	0.269625	0.558687
3759	-34.1973	-31.3915	-2.80579	0.6512036	0.269625	1.884966
3760	-33.4453	-31.3961	-2.04925	0.6512036	0.8483161	0.5497334
3761	-36.1274	-32.1948	-3.93251	0.6512036	1.741484	1.539826
3762	-35.5071	-31.989	-3.51816	0.8319006	1.741484	0.9447734
3763	-31.9737	-30.2902	-1.68349	0.8319006	0.1489426	0.7026442
3764	-33.3735	-31.0068	-2.36674	0.8310676	0.8330241	0.7026442
3765	-33.6452	-30.9389	-2.70632	1.170655	0.8330241	0.7026442
3766	-33.2291	-30.3158	-2.91322	1.170655	0.5394669	1.203098
3767	-33.3604	-30.5842	-2.7762	0.9128742	0.660226	1.203098
3768	-35.266	-30.6771	-4.58892	2.491836	0.8939887	1.203098
3769	-39.5786	-31.9443	-7.63427	1.562269	3.558809	2.513196
3770	-39.0949	-32.1071	-6.98786	1.775631	3.558809	1.653419
3771	-33.7698	-30.6869	-3.08295	0.9161269	0.5134039	1.653419
3772	-33.7592	-30.8151	-2.94404	0.9161269	0.2689153	1.758996
3773	-33.7592	-30.8151	-2.94404	0.9161269	0.2689153	1.758996
3774	-34.4823	-31.6477	-2.8346	0.9161269	0.0752517	1.843221
3775	-33.023	-30.6311	-2.39194	1.360686	0.1169033	0.9143493
3776	-33.7874	-30.6711	-3.11628	1.360686	0.8412475	0.9143493
3777	-33.7874	-30.6711	-3.11628	1.360686	0.8412475	0.9143493
3778	-36.4158	-32.0287	-4.38708	1.360686	2.112041	0.9143493
3779	-39.9752	-32.0331	-7.94213	1.360686	3.250398	3.331046
3780	-39.331	-31.9945	-7.3365	1.360686	3.250398	2.725416
3781	-34.8817	-30.7707	-4.11092	1.360686	0.3321262	2.418106
3782	-33.056	-30.4755	-2.58058	1.449883	0.3704011	0.7602982
3783	-33.3653	-31.3958	-1.96955	1.173251	0.03600492	0.7602982
3784	-32.2004	-30.9762	-1.22422	0.3438105	0.1201083	0.7602982
3785	-36.7581	-32.1675	-4.59058	1.970933	1.859346	0.7602982
3786	-35.7663	-30.6576	-5.10866	1.970933	0.3293926	2.808339
3787	-36.5017	-30.3969	-6.10486	2.210477	1.086043	2.808339
3788	-37.3957	-30.6347	-6.76108	2.210477	1.742265	2.808339
3789	-38.3628	-33.3487	-5.01412	0.4635213	1.742265	2.808339
3790	-34.9189	-31.7199	-3.19899	1.214671	1.327323	0.6569993
3791	-34.9189	-31.7199	-3.19899	1.214671	1.327323	0.6569993
3792	-32.6228	-30.3411	-2.28166	1.214671	0.1870049	0.8799888
3793	-35.5631	-30.9119	-4.65123	1.214671	0.8565912	2.579968
3794	-36.1435	-30.4459	-5.69758	2.00065	1.116959	2.579968
3795	-36.7347	-30.2709	-6.46378	2.766854	1.116959	2.579968
3796	-36.0184	-30.4917	-5.5267	2.766854	1.116959	1.642892
3797	-35.8134	-30.4652	-5.34826	2.588409	1.116959	1.642892
3798	-35.8657	-31.3899	-4.47581	1.092623	1.7403	1.642892
3799	-35.5207	-31.5439	-3.97682	1.092623	1.7403	1.143894
3800	-33.0319	-30.5368	-2.49517	1.217395	0.1338797	1.143894
3801	-33.8165	-30.5842	-3.23226	1.217395	0.8709718	1.143894
3802	-33.8165	-30.5842	-3.23226	1.217395	0.8709718	1.143894
3803	-37.0752	-34.0681	-3.00705	1.217395	1.490081	0.2995739
3804	-31.5832	-30.3926	-1.19054	0.4850513	0.1101276	0.5953612
3805	-31.7746	-30.6307	-1.14384	0.4850513	0.0634244	0.5953612
3806	-33.6967	-32.2185	-1.47813	0.2152348	0.4737963	0.7890959
3807	-32.8905	-31.26	-1.63041	0.3675173	0.4737963	0.7890959
3808	-32.9671	-31.2264	-1.74072	0.898358	0.4737963	0.3685671
3809	-33.4951	-31.586	-1.90913	0.898358	0.6422021	0.3685671
3810	-32.9424	-30.6092	-2.33316	0.898358	0.6422021	0.7926012
3811	-33.6493	-30.6691	-2.98023	0.898358	0.6422021	1.439667
3812	-35.5702	-31.3058	-4.26443	1.353624	1.713917	1.196894
3813	-36.2316	-31.1825	-5.0491	2.138285	1.713917	1.196894
3814	-35.4303	-31.765	-3.66531	0.9425773	1.713917	1.00882
3815	-35.5525	-33.3419	-2.21056	0.2281159	0.2309439	1.751501
3816	-32.9486	-30.717	-2.23162	0.708331	0.2309439	1.292344
3817	-32.5989	-30.7845	-1.81432	0.708331	0.09424292	1.011746
3818	-33.1433	-30.8463	-2.29693	0.8564098	0.7389488	0.701574
3819	-34.1709	-30.8654	-3.30549	0.8876979	0.7389488	1.678847
3820	-34.5696	-30.2654	-4.30423	1.886431	0.7389488	1.678847
3821	-34.3732	-30.3747	-3.99848	1.886431	0.2951262	1.816927
3822	-35.6216	-30.814	-4.80767	1.518149	1.472592	1.816927
3823	-34.9348	-31.4422	-3.49259	0.9630279	1.472592	1.056973
3824	-35.1179	-31.3439	-3.774	0.9630279	1.472592	1.338381
3825	-33.8333	-30.9833	-2.84997	0.7302579	0.7370424	1.382674
3826	-33.1812	-30.4993	-2.68197	0.9052002	0.3940976	1.382674
3827	-33.8669	-30.7752	-3.09172	0.9052002	0.8038465	1.382674
3828	-33.7154	-30.7453	-2.97016	0.9052002	0.8038465	1.26111
3829	-33.9919	-30.4133	-3.57857	1.513616	0.8038465	1.26111
3830	-34.2447	-31.3623	-2.88241	1.513616	0.7911244	0.5776708
3831	-34.8569	-32.1316	-2.7253	1.513616	0.7911244	0.4205566
3832	-33.6876	-31.4609	-2.22676	1.349248	0.4569508	0.4205566
3833	-32.3397	-30.8365	-1.50317	0.6256663	0.4569508	0.4205566
3834	-34.4724	-30.4245	-4.04791	1.510774	0.4569508	2.080189
3835	-36.4912	-31.0554	-5.43584	1.510774	1.844873	2.080189
3836	-36.8493	-30.4043	-6.445	2.914778	0.4720643	3.058158
3837	-36.9645	-32.63	-4.33445	0.5831173	0.4720643	3.279268
3838	-33.09	-31.0615	-2.02854	0.5831173	0.1578419	1.287584
3839	-33.1909	-30.3715	-2.81943	1.042822	0.4890212	1.287584
3840	-32.3999	-30.6469	-1.75299	1.058366	0.2190532	0.4755693
3841	-31.9498	-31.0782	-0.871574	0.5130259	0.0232535	0.3352951
3842	-31.2433	-30.7003	-0.542984	0.25855	0.0232535	0.2611803
3843	-34.3427	-32.4316	-1.91114	0.25855	0.3107973	1.341795
3844	-33.3829	-30.4678	-2.91513	1.004021	0.5693123	1.341795
3845	-33.3784	-30.5111	-2.86736	0.9562563	0.5693123	1.341795
3846	-34.0095	-30.8959	-3.11355	0.8733583	0.8983988	1.341795
3847	-35.635	-30.2569	-5.3781	2.408755	0.8983988	2.070943
3848	-35.6979	-30.271	-5.4269	2.408755	0.9472034	2.070943
3849	-36.0354	-30.2688	-5.76654	2.408755	0.9472034	2.410585
3850	-36.0354	-30.2688	-5.76654	2.408755	0.9472034	2.410585
3851	-35.0188	-30.2707	-4.74809	2.408755	0.6645617	1.674772
3852	-34.0789	-30.3837	-3.69513	1.355794	0.6645617	1.674772
3853	-34.0789	-30.3837	-3.69513	1.355794	0.6645617	1.674772
3854	-33.595	-30.3453	-3.24969	1.364795	0.6645617	1.220334
3855	-33.4329	-30.5149	-2.91804	1.364795	0.6645617	0.8886847
3856	-32.8714	-30.29	-2.58137	1.301131	0.3915587	0.8886847
3857	-33.9897	-30.4209	-3.56883	1.301131	0.7351564	1.532547
3858	-33.6272	-30.9315	-2.69566	1.301131	0.7351564	0.6593774
3859	-34.6444	-31.4373	-3.20708	1.474494	1.073208	0.6593774
3860	-31.7281	-30.4191	-1.30899	0.5377441	0.111866	0.6593774
3861	-32.3933	-30.8083	-1.58503	0.5377441	0.111866	0.9354179
3862	-32.0852	-30.4435	-1.64174	0.5795183	0.326876	0.7353458
3863	-32.4686	-31.224	-1.24458	0.813846	0.1688067	0.2619318
3864	-33.2807	-30.8841	-2.39656	1.570825	0.1688067	0.6569306
3865	-33.6561	-30.6473	-3.00884	1.695695	0.1407277	1.172422
3866	-32.07	-30.4578	-1.6122	0.9412137	0.1490817	0.5219045
3867	-34.5701	-31.9286	-2.64152	0.9412137	1.178402	0.5219045
3868	-31.014	-30.2539	-0.760104	0.3383318	0.08503346	0.3367386
3869	-31.1853	-30.356	-0.829307	0.3383318	0.1716153	0.3193603
3870	-31.6713	-30.5961	-1.07517	0.3383318	0.1716153	0.5652259
3871	-33.2794	-31.0113	-2.26802	0.6068232	0.699756	0.961443
3872	-33.7747	-32.1749	-1.59971	0.2329783	0.4052877	0.961443
3873	-32.812	-30.3908	-2.42123	0.8786896	0.4052877	1.137253
3874	-32.324	-30.4051	-1.91898	0.8786896	0.4052877	0.6350071
3875	-32.0788	-30.4645	-1.61436	0.8786896	0.1006611	0.6350071
3876	-34.9304	-31.261	-3.66943	2.316354	0.6041095	0.7489696
3877	-36.1246	-30.7368	-5.3878	1.568941	0.8267084	2.992148
3878	-33.3102	-30.5702	-2.74	1.568941	0.4107919	0.7602645
3879	-33.9433	-30.2762	-3.66705	1.568941	0.6449079	1.453205
3880	-34.028	-31.3303	-2.69769	1.515251	0.6449079	0.5375273
3881	-32.8459	-31.1087	-1.73713	0.5546978	0.6449079	0.5375273
3882	-31.4541	-30.2496	-1.20449	0.5546978	0.1935615	0.456235
3883	-37.132	-31.3771	-5.7549	1.214878	1.635527	2.904494
3884	-32.6567	-30.3682	-2.28849	0.9525257	0.2123997	1.123566
3885	-33.2449	-30.2392	-3.00568	1.487757	0.3943601	1.123566
3886	-33.9076	-30.4403	-3.46732	1.993745	0.3943601	1.079219
3887	-33.7939	-30.3773	-3.41668	1.78753	0.5499268	1.079219
3888	-33.3484	-31.2547	-2.09369	0.4645439	0.5499268	1.079219
3889	-33.6589	-31.157	-2.50198	1.366146	0.05661922	1.079219
3890	-33.7292	-30.4947	-3.2346	1.366146	0.7892318	1.079219
3891	-33.6038	-30.6254	-2.97839	1.073895	0.8252787	1.079219
3892	-35.9605	-31.6545	-4.30603	1.290062	1.93675	1.079219
3893	-34.2714	-30.7499	-3.52156	1.290062	1.075283	1.156213
3894	-36.6082	-30.4235	-6.18464	2.186086	1.075283	2.923271
3895	-36.1581	-30.4035	-5.75461	2.186086	0.6452551	2.923271
3896	-36.6511	-30.3295	-6.32159	2.637117	0.6452551	3.039217
3897	-37.5398	-30.9956	-6.54415	1.692704	1.812231	3.039217
3898	-36.3733	-30.9284	-5.44491	1.692704	1.812231	1.93997
3899	-35.9663	-30.3934	-5.57293	3.144329	0.4886348	1.93997
3900	-36.5965	-31.5497	-5.04689	1.11436	1.992562	1.93997
3901	-32.6748	-31.1063	-1.5685	1.012143	0.211221	0.3451377
3902	-32.2489	-30.2637	-1.98521	1.012143	0.2632245	0.7098388
3903	-32.2489	-30.2637	-1.98521	1.012143	0.2632245	0.7098388
3904	-32.67	-30.6962	-1.97373	0.5999449	0.2632245	1.110561
3905	-32.0541	-30.8456	-1.20852	0.7861161	0.08712075	0.3352879
3906	-32.1699	-30.6562	-1.51364	0.7861161	0.321403	0.4061182
3907	-34.3656	-33.0433	-1.32238	0.7861161	0.3789219	0.1573404
3908	-33.9135	-32.1578	-1.75573	0.2768926	0.68771	0.7911254
3909	-33.9135	-32.1578	-1.75573	0.2768926	0.68771	0.7911254
3910	-34.7708	-32.5537	-2.21709	0.2768926	0.6242249	1.315971
3911	-35.8411	-32.6234	-3.21764	0.4375728	1.464099	1.315971
3912	-35.157	-30.9956	-4.16141	1.381339	1.464099	1.315971
3913	-35.3528	-30.6965	-4.65633	2.106173	1.234191	1.315971
3914	-36.1173	-31.0426	-5.07473	2.106173	1.675094	1.293465
3915	-36.1173	-31.0426	-5.07473	2.106173	1.675094	1.293465
3916	-35.8415	-31.1111	-4.73034	1.717686	1.719193	1.293465
3917	-35.6246	-30.7743	-4.85028	1.717686	1.504949	1.627647
3918	-35.616	-31.5665	-4.04949	1.717686	1.504949	0.8268503
3919	-36.3469	-30.5496	-5.79734	2.355042	1.504949	1.937345
3920	-35.7471	-31.1334	-4.61369	1.171392	1.504949	1.937345
3921	-35.0202	-31.2815	-3.73874	1.120449	1.491554	1.126739
3922	-35.4793	-31.1746	-4.30472	1.106973	1.491554	1.706194
3923	-38.5972	-31.8866	-6.71061	1.106973	1.436721	4.166914
3924	-38.9597	-31.9748	-6.98483	1.106973	1.710945	4.166914
3925	-35.4412	-31.6167	-3.8245	1.106973	1.710945	1.006586
3926	-34.1242	-30.5981	-3.52612	1.703872	0.8156659	1.006586
3927	-33.9896	-30.5767	-3.41294	1.590687	0.8156659	1.006586
3928	-33.9896	-30.5767	-3.41294	1.590687	0.8156659	1.006586
3929	-33.1099	-31.047	-2.06297	0.5118322	0.5445532	1.006586
3930	-33.1275	-31.0741	-2.05336	0.5022211	0.5445532	1.006586
3931	-33.0874	-30.364	-2.72338	1.49126	0.2255309	1.006586
3932	-32.7298	-30.2788	-2.45102	1.218908	0.2255309	1.006586
3933	-34.5564	-32.2624	-2.294	0.350363	0.9370508	1.006586
3934	-33.3054	-30.9629	-2.34248	0.6807104	0.2076736	1.4541
3935	-32.7275	-30.7839	-1.94358	0.6568777	0.6018393	0.6848625
3936	-31.9986	-30.2292	-1.76942	0.8617346	0.2228235	0.6848625
3937	-31.9986	-30.2292	-1.76942	0.8617346	0.2228235	0.6848625
3938	-32.0796	-30.3468	-1.73282	0.9115841	0.1363781	0.6848625
3939	-31.8614	-30.2962	-1.56517	0.7838702	0.1363781	0.6449168
3940	-34.9612	-32.9594	-2.0018	0.7838702	0.9467806	0.2711482
3941	-32.2857	-30.5708	-1.71496	0.8773398	0.08549036	0.7521297
3942	-37.2051	-34.3058	-2.89932	0.1849058	0.7080802	2.00633
3943	-34.1977	-32.8459	-1.35178	0.1849058	0.7080802	0.4587925
3944	-33.5433	-30.8078	-2.73552	1.321487	0.7080802	0.7059487
3945	-32.5498	-30.3551	-2.19472	1.162904	0.3258676	0.7059487
3946	-35.1259	-31.0561	-4.06985	1.162904	0.3258676	2.581077
3947	-34.2883	-30.7268	-3.56149	1.162904	0.3258676	2.072715
3948	-32.8777	-30.7833	-2.09447	1.162904	0.4116526	0.5199137
3949	-33.0066	-30.6126	-2.39405	1.162904	0.1145294	1.116622
3950	-32.7558	-30.3048	-2.45094	1.162904	0.2115945	1.076439
3951	-33.194	-30.645	-2.54898	1.162904	0.6507934	0.7352799
3952	-33.9734	-30.2715	-3.70187	1.926678	0.4434561	1.331737
3953	-33.9578	-30.2748	-3.68299	1.926678	0.4245785	1.331737
3954	-33.006	-30.4537	-2.55228	0.9703368	0.2502035	1.331737
3955	-36.9451	-31.6816	-5.26355	1.330636	0.2502035	3.682707
3956	-32.0272	-30.3375	-1.68966	0.6451932	0.2502035	0.7942651
3957	-32.3342	-30.2413	-2.09289	1.048417	0.2502035	0.7942651
3958	-32.0888	-30.3268	-1.76199	0.6789386	0.288364	0.7946829
3959	-38.4449	-30.84	-7.60489	3.412159	0.288364	3.904369
3960	-34.8986	-31.7115	-3.18712	2.293388	0.288364	0.6053635
3961	-34.981	-30.2652	-4.71576	2.293388	0.7327848	1.68959
3962	-34.981	-30.2652	-4.71576	2.293388	0.7327848	1.68959
3963	-34.8845	-30.9632	-3.92131	2.293388	0.7327848	0.8951348
3964	-33.621	-30.5833	-3.03766	1.409742	0.7327848	0.8951348
3965	-37.6467	-32.8879	-4.75878	0.5423348	0.7327848	3.483659
3966	-31.6482	-30.4698	-1.17834	0.5423348	0.07473486	0.5612708
3967	-34.6761	-32.311	-2.36505	0.5423348	1.26144	0.5612708
3968	-31.4339	-30.4571	-0.976779	0.5423348	0.1436068	0.2908376
3969	-33.1798	-31.0027	-2.17709	0.8243732	0.7471177	0.6056009
3970	-34.1008	-31.4279	-2.67296	1.038823	1.02854	0.6056009
3971	-32.5877	-30.5204	-2.06729	1.030883	0.4308023	0.6056009
3972	-33.5218	-30.8688	-2.653	1.030883	0.8503385	0.771774
3973	-32.47	-30.5097	-1.96035	0.9255393	0.1129677	0.9218457
3974	-37.1364	-31.9562	-5.18022	1.677848	0.09663381	3.405742
3975	-36.0939	-31.2674	-4.8265	2.702326	0.09663381	2.027539
3976	-33.4801	-30.6624	-2.81766	0.886759	0.7071919	1.223711
3977	-33.2322	-31.124	-2.10822	0.886759	0.7071919	0.5142737
3978	-35.5157	-32.5246	-2.99116	0.886759	1.569711	0.5346938
3979	-35.5157	-32.5246	-2.99116	0.886759	1.569711	0.5346938
3980	-35.2891	-31.3784	-3.91076	1.363104	1.569711	0.9779404
3981	-34.3804	-31.0056	-3.37486	1.363104	1.120205	0.8915475
3982	-32.2649	-30.6017	-1.66321	0.6754292	0.1047973	0.8829825
3983	-32.4065	-30.9519	-1.45465	0.9658702	0.1047973	0.3839814
3984	-34.6285	-31.9613	-2.66719	0.9658702	0.03932146	1.661994
3985	-34.6747	-30.5589	-4.11587	2.485981	0.4021115	1.227778
3986	-34.9829	-31.0341	-3.94876	2.614959	0.4021115	0.9316936
3987	-35.2586	-31.5878	-3.6708	2.614959	0.12415	0.9316936
3988	-35.0511	-32.1475	-2.90362	2.213019	0.12415	0.5664545
3989	-35.0707	-30.9911	-4.07958	2.420525	0.12415	1.534902
3990	-35.0779	-32.2079	-2.86997	0.6370203	0.1026582	2.130295
3991	-31.7144	-30.4379	-1.27654	0.6370203	0.2469021	0.3926162
3992	-32.0609	-30.3607	-1.70023	0.6370203	0.2469021	0.8163045
3993	-33.46	-30.6422	-2.81782	1.746044	0.2554742	0.8163045
3994	-32.4975	-30.2888	-2.2087	0.924862	0.2554742	1.028365
3995	-32.1744	-30.2284	-1.94605	0.924862	0.2274422	0.7937498
3996	-32.4878	-30.3882	-2.09969	1.146945	0.1589928	0.7937498
3997	-33.7058	-30.8747	-2.83113	1.146945	0.8904327	0.7937498
3998	-35.302	-30.373	-4.92903	1.828758	0.8904327	2.209839
3999	-36.9148	-32.3304	-4.58436	0.657229	1.717292	2.209839
4000	-35.9012	-30.6413	-5.25998	2.813806	0.2363359	2.209839
4001	-35.7896	-30.376	-5.41355	2.813806	0.3899069	2.209839
4002	-37.8943	-30.5689	-7.32541	4.105952	0.3899069	2.82955
4003	-37.7129	-31.8506	-5.86238	1.02359	2.00924	2.82955
4004	-35.5781	-31.2895	-4.28855	1.035419	0.4235857	2.82955
4005	-32.3085	-30.4041	-1.90435	0.802433	0.4235857	0.6783326
4006	-32.2589	-30.8218	-1.43709	0.4332275	0.4235857	0.5802748
4007	-32.365	-30.4616	-1.90337	0.732793	0.4517678	0.7188101
4008	-33.8785	-30.7346	-3.14391	1.888288	0.4517678	0.8038495
4009	-33.0509	-30.4221	-2.62879	1.373168	0.4517678	0.8038495
4010	-36.1628	-31.1006	-5.06219	1.373168	0.4500862	3.238934
4011	-38.2257	-30.3797	-7.84601	4.049307	0.5577666	3.238934
4012	-38.2257	-30.3797	-7.84601	4.049307	0.5577666	3.238934
4013	-37.4827	-30.9334	-6.54926	3.103626	0.2066977	3.238934
4014	-37.0117	-30.8586	-6.15307	3.775615	0.2509148	2.126537
4015	-37.2446	-31.5266	-5.71798	1.301087	2.290351	2.126537
4016	-33.8417	-31.1604	-2.68131	1.424256	0.6806108	0.5764396
4017	-34.3001	-32.5506	-1.74948	0.2299936	0.6806108	0.8388804
4018	-31.9202	-30.6298	-1.29036	0.4143264	0.1573383	0.7186926
4019	-35.6021	-30.7078	-4.89429	2.591941	1.029806	1.272539
4020	-34.3233	-30.6215	-3.70178	1.399432	1.029806	1.272539
4021	-35.1948	-30.5912	-4.60361	2.414021	0.9170445	1.272539
4022	-34.8859	-31.0748	-3.81104	2.414021	0.1244776	1.272539
4023	-34.5808	-30.635	-3.94589	2.414021	0.2593243	1.272539
4024	-34.5876	-30.481	-4.10654	2.414021	0.4199843	1.272539
4025	-35.0543	-30.2949	-4.7594	2.414021	0.4199843	1.925394
4026	-32.6786	-30.5983	-2.08028	0.6527514	0.4199843	1.007547
4027	-32.4468	-30.5074	-1.93942	0.6527514	0.2791226	1.007547
4028	-33.6352	-31.0984	-2.53678	0.6527514	0.2791226	1.604911
4029	-35.7821	-31.328	-4.45402	3.098467	0.3848078	0.9707441
4030	-38.7151	-30.3401	-8.37498	3.650588	0.7499597	3.974427
4031	-37.2084	-30.9801	-6.22832	1.730513	0.6324737	3.865332
4032	-33.9541	-30.8339	-3.12021	1.730513	0.6324737	0.7572237
4033	-34.0599	-30.2577	-3.80221	1.730513	0.6324737	1.439229
4034	-33.7736	-30.8812	-2.89234	0.773862	0.6792529	1.439229
4035	-32.9829	-30.7517	-2.23125	0.773862	0.6792529	0.778139
4036	-38.2675	-34.0221	-4.24544	0.3137153	0.6792529	3.252476
4037	-33.8705	-32.6468	-1.22371	0.3137153	0.6792529	0.2307434
4038	-32.6968	-31.471	-1.22583	0.7511556	0.2439307	0.2307434
4039	-32.0684	-30.2644	-1.80393	0.7511556	0.2814963	0.7712826
4040	-34.5756	-31.8241	-2.75142	0.6806898	1.305022	0.7657076
4041	-32.6148	-30.5722	-2.04265	0.6806898	0.4885046	0.8734551
4042	-34.1628	-30.74	-3.42281	2.060848	0.4885046	0.8734551
4043	-33.209	-30.3519	-2.85705	1.075869	0.4885046	1.292675
4044	-33.1016	-30.3232	-2.77839	1.075869	0.4098485	1.292675
4045	-34.6064	-31.001	-3.60543	1.075869	1.236888	1.292675
4046	-33.3063	-30.3871	-2.91925	1.075869	0.5507114	1.292675
4047	-33.3063	-30.3871	-2.91925	1.075869	0.5507114	1.292675
4048	-34.5195	-30.7726	-3.7469	1.075869	0.5507114	2.12032
4049	-36.5894	-31.4184	-5.17102	1.075869	1.518473	2.57668
4050	-32.3765	-30.2976	-2.07893	1.075869	0.1869334	0.8161286
4051	-32.8514	-30.4641	-2.38725	1.38419	0.1869334	0.8161286
4052	-34.593	-31.1748	-3.41818	1.38419	0.09998875	1.933998
4053	-32.7018	-30.77	-1.93174	1.109019	0.3416637	0.4810572
4054	-32.7018	-30.77	-1.93174	1.109019	0.3416637	0.4810572
4055	-32.7018	-30.77	-1.93174	1.109019	0.3416637	0.4810572
4056	-31.916	-30.7343	-1.18166	0.4921399	0.3416637	0.3478587
4057	-31.6338	-30.7128	-0.92095	0.3067141	0.2663776	0.3478587
4058	-33.1705	-31.294	-1.8765	1.310983	0.1334824	0.4320314
4059	-33.4167	-30.5243	-2.89233	1.699128	0.1993197	0.9938863
4060	-32.5531	-30.6224	-1.93069	0.5942692	0.3425315	0.9938863
4061	-33.4987	-30.7026	-2.79609	1.713819	0.3425315	0.7397375
4062	-33.3054	-30.7535	-2.55195	1.070434	0.7417818	0.7397375
4063	-33.4146	-31.0039	-2.41063	1.070434	0.7417818	0.5984167
4064	-33.3939	-30.66	-2.73393	0.9047906	0.7417818	1.087358
4065	-32.3217	-30.8125	-1.50919	0.9047906	0.2343923	0.3700071
4066	-31.5703	-30.4348	-1.13554	0.6566488	0.10888	0.3700071
4067	-33.0344	-31.3934	-1.64099	0.6566488	0.6143367	0.3700071
4068	-33.6353	-32.1061	-1.52926	0.6566488	0.6143367	0.2582745
4069	-33.6465	-32.2383	-1.40826	0.472104	0.6778804	0.2582745
4070	-32.3686	-31.5312	-0.837432	0.2176676	0.3614895	0.2582745
4071	-32.5828	-31.7767	-0.806106	0.1506877	0.09568741	0.5597308
4072	-31.9214	-30.4552	-1.46614	0.5620999	0.344311	0.5597308
4073	-33.4564	-30.4031	-3.05331	1.657637	0.2185005	1.177175
4074	-34.1075	-30.3783	-3.72917	2.010736	0.5412561	1.177175
4075	-34.1075	-30.3783	-3.72917	2.010736	0.5412561	1.177175
4076	-35.2535	-30.2849	-4.96858	2.010736	0.7033658	2.254476
4077	-35.1013	-31.3727	-3.72863	0.7778343	0.6963158	2.254476
4078	-33.8264	-30.5841	-3.24231	1.036119	0.6963158	1.509872
4079	-33.8461	-30.5922	-3.25387	1.036119	0.7078812	1.509872
4080	-34.6097	-30.956	-3.65375	1.036119	0.3590654	2.258562
4081	-34.007	-30.9858	-3.02121	1.953708	0.3590654	0.7084364
4082	-34.007	-30.9858	-3.02121	1.953708	0.3590654	0.7084364
4083	-33.5936	-30.7884	-2.8052	1.7377	0.3590654	0.7084364
4084	-33.1865	-30.6026	-2.58384	1.516339	0.3590654	0.7084364
4085	-34.9493	-31.5	-3.44932	1.516339	1.224548	0.7084364
4086	-33.0645	-30.5618	-2.50273	1.516339	0.2230693	0.7633211
4087	-32.5285	-30.3647	-2.16384	0.95037	0.4501453	0.7633211
4088	-33.9631	-30.7468	-3.21636	0.95037	0.8090417	1.45695
4089	-34.6914	-30.9586	-3.73281	0.95037	0.8090417	1.973399
4090	-36.1159	-31.9017	-4.21422	0.7281313	1.512685	1.973399
4091	-41.9051	-31.2122	-10.6929	4.764008	3.496784	2.432091
4092	-39.4244	-31.8531	-7.57124	1.642361	3.496784	2.432091
4093	-35.8359	-31.7855	-4.0504	0.7179766	0.6378369	2.694582
4094	-35.7612	-32.1629	-3.59826	0.7179766	0.185698	2.694582
4095	-37.2248	-30.2918	-6.93303	3.596658	0.6417894	2.694582
4096	-37.0262	-31.9253	-5.10095	3.596658	0.6417894	0.8625048
4097	-34.0425	-31.8701	-2.17236	0.3649286	0.6417894	1.165644
4098	-34.7673	-32.578	-2.18924	0.2713273	0.6417894	1.276124
4099	-33.7719	-32.0895	-1.68242	0.2713273	0.6417894	0.7693054
