Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl	cw	ht	lb	lo	ol	ot	th	to	tw	wc	wt
7162	0	-41.1925	-30.5671	-10.6255	0.3988093	1.37446	0.364202	0.8523841	0.9213307	0.8782158	1.199851	0.8692374	0.7445151	0.8129761	0.7607434	1.448736
7163	1	-39.6029	-29.4889	-10.114	0.2624907	0.6924441	1.504658	0.7647433	1.427394	1.196624	0.5447859	0.8754806	1.16636	0.5649342	0.9374305	0.1766129
7164	0	-42.3607	-29.4056	-12.955	1.463797	1.37446	0.364202	0.8523841	0.9213307	1.432616	0.2316412	1.568552	0.7445151	0.8129761	0.9142704	2.274268
7165	1	-41.9236	-30.8694	-11.0542	0.09813006	1.636242	1.504658	0.7647433	1.427394	1.384238	0.5447859	0.1288155	1.514684	1.252975	0.6209492	0.1766129
7166	0	-41.7919	-30.803	-10.9889	0.2634699	1.37446	0.364202	1.907059	0.9213307	0.7475676	0.05503353	0.6097593	0.7445151	0.8129761	0.9142704	2.274268
7167	1	-39.4023	-29.5495	-9.85282	0.03686794	1.636242	1.504658	0.210755	0.5516638	1.384238	0.5447859	0.2822878	1.514684	1.252975	0.6209492	0.312717
7168	0	-42.8416	-29.0327	-13.8088	0.2634699	1.37446	2.121605	0.7277694	0.9213307	1.701912	0.05503353	1.291746	1.349985	0.8129761	0.9142704	2.274268
7169	1	-41.0662	-29.4655	-11.6007	0.03686794	0.1935094	2.431767	0.210755	0.5516638	1.531494	0.5447859	2.010324	1.990251	1.252975	0.6209492	0.2253679
7170	0	-39.3053	-28.6056	-10.6997	0.2634699	0.3045716	2.121605	0.7277694	1.01624	1.701912	0.1809039	1.291746	1.349985	0.6249945	0.9142704	0.202199
7171	1	-43.7915	-29.2214	-14.5701	0.4388069	0.1935094	2.431767	1.364303	0.7904003	1.531494	0.5447859	1.409464	1.990251	1.275925	0.9120978	1.687314
7172	0	-39.8662	-31.6421	-8.22412	0.2634699	0.1595985	2.121605	0.5329626	0.6384482	0.06864953	0.1809039	1.061255	1.525472	0.6249945	0.9142704	0.1324912
7173	1	-44.5874	-30.5916	-13.9958	0.4388069	2.187794	2.214127	1.20522	0.7080081	1.531494	1.002436	1.409464	0.7540053	1.275925	0.9120978	0.3564633
7174	0	-43.1756	-33.9378	-9.23787	0.6933581	1.590276	2.121605	0.5329626	0.192006	0.06864953	0.2121961	1.061255	1.525472	0.1933262	0.9142704	0.1324912
7175	1	-46.7785	-30.5563	-16.2222	0.4388069	1.527803	0.8847696	1.930497	0.7080081	2.900021	0.06417494	2.037852	3.68349	0.7781731	0.9120978	0.3564633
7176	0	-40.6844	-32.0991	-8.58536	0.1626687	1.590276	1.229951	0.3076472	0.192006	0.05950446	0.2121961	0.7767092	1.525472	0.1933262	0.9142704	1.421328
7177	1	-46.5565	-32.2277	-14.3288	0.4388069	1.527803	1.850584	0.8704766	0.7080081	2.900021	0.3305786	0.2160007	4.279414	0.7781731	0.1240494	0.3049267
7178	0	-41.4686	-31.7559	-9.71263	0.1626687	1.121036	1.229951	0.08960741	0.192006	0.08293799	0.2121961	0.5273954	2.28201	0.1801029	1.547376	2.08534
7179	1	-42.7736	-31.6013	-11.1724	0.4388069	1.527803	0.189641	0.6504566	1.765103	2.110882	0.9279494	0.2160007	2.138559	0.7781731	0.1240494	0.3049267
7180	0	-40.563	-32.0105	-8.55246	0.4651527	1.966456	0.741736	0.1909486	0.02771704	0.5358862	0.2121961	0.5273954	2.28201	0.7976934	0.4661631	0.3391082
7181	1	-43.3882	-32.7661	-10.6221	0.4388069	1.527803	0.7909504	0.6504566	0.5112296	2.110882	1.122211	0.5115367	2.138559	0.4796261	0.0351016	0.3049267
7182	0	-44.5844	-32.54	-12.0444	0.4651527	5.28689	0.741736	1.080949	0.1221296	0.5358862	0.5875738	1.20874	0.3463384	0.7976934	0.4661631	0.4051659
7183	1	-40.7388	-31.192	-9.54681	0.4388069	0.06543426	0.8802454	0.6504566	1.692895	2.110882	0.09970474	1.850935	0.9077095	0.4796261	0.06519088	0.3049267
7184	0	-47.6884	-31.0259	-16.6625	0.4651527	5.28689	0.741736	1.080949	0.1221296	2.098784	0.3669845	1.806159	0.7625382	0.7976934	1.539753	1.593684
7185	1	-41.3964	-31.4967	-9.89969	0.05033862	0.2759658	1.251681	0.5466971	1.692895	2.110882	0.003784084	1.423804	0.3388459	0.9235805	0.06519088	1.216023
7186	0	-46.5211	-30.2101	-16.311	0.4651527	5.28689	0.4790178	1.080949	0.7845898	0.5410479	0.3669845	0.7159629	1.275683	0.7976934	2.130939	2.386058
7187	1	-41.0296	-32.2319	-8.79768	0.1742015	0.4482175	1.47612	0.5466971	1.006775	2.110882	0.09815196	1.423804	0.3388459	0.9235805	0.02860841	0.2217986
7188	0	-42.8793	-29.1115	-13.7677	0.3083734	0.3606262	0.09776398	1.080949	1.711339	1.19282	0.3669845	0.3474947	2.193016	0.7976934	2.924624	2.386058
7189	1	-38.3285	-31.3161	-7.01238	0.1742015	0.04512615	1.501606	0.5466971	1.006775	0.9258808	0.09815196	0.4175075	1.122449	0.9235805	0.02860841	0.2217986
7190	0	-40.6039	-28.936	-11.6679	0.404925	0.3606262	0.3432352	0.499111	1.711339	0.9522305	0.07697864	1.191225	2.193016	0.7976934	0.7514875	2.386058
7191	1	-40.6992	-31.5615	-9.13771	0.1742015	0.1204156	0.2283134	0.5466971	1.457024	1.8204	0.07995707	0.1154569	0.4190409	1.686537	0.2409781	2.248688
7192	0	-43.8816	-29.7462	-14.1353	0.868841	0.8841067	0.4293825	0.2914241	2.580232	0.5229352	0.07170646	1.191225	2.193016	0.7976934	1.918728	2.386058
7193	1	-44.8186	-32.5694	-12.2492	0.8710195	0.1486787	2.376328	0.5466971	1.514108	1.8204	0.3314461	0.1281868	0.468341	1.556769	0.2385069	2.248688
7194	0	-49.673	-31.5107	-18.1623	1.930777	1.125919	0.6750899	0.9279898	2.580232	0.5229352	0.8204491	1.145013	2.177474	2.717059	1.153285	2.386058
7195	1	-43.5676	-33.5306	-10.037	0.1533977	0.1831888	0.6307411	0.5466971	2.93543	1.8204	0.4723033	0.1281868	0.468341	0.2420625	0.2075752	2.248688
7196	0	-48.0644	-29.9211	-18.1433	1.485524	0.4976708	0.6750899	0.9279898	2.580232	3.652832	0.8204491	1.145013	2.177474	2.717059	0.8013178	0.6626526
7197	1	-44.1131	-30.0999	-14.0133	2.04983	0.6761526	0.6307411	0.7812898	2.93543	1.841486	0.2254481	0.4045344	2.304058	0.7309781	1.049319	0.3839964
7198	0	-41.8616	-31.1736	-10.688	0.5280324	0.5550879	0.6750899	0.6498902	0.4928125	0.488693	0.5465314	1.145013	3.919648	0.2232062	0.8013178	0.6626526
7199	1	-42.9652	-31.2938	-11.6715	0.909681	0.6761526	0.1043997	0.472564	2.93543	0.4947358	0.2254481	0.4305106	2.135219	0.2690255	2.625916	0.3923808
7200	0	-41.5834	-32.8358	-8.74757	0.5565551	0.5550879	0.6203569	0.6498902	0.4928125	0.7307898	1.307962	1.145013	1.146526	0.03508517	0.9596502	0.5478372
7201	1	-44.2719	-33.569	-10.7029	0.909681	0.6761526	0.1047013	0.472564	2.93543	0.4947358	0.2254481	0.4856877	2.135219	0.09147037	0.4965232	1.675321
7202	0	-48.1905	-34.6957	-13.4948	0.2403026	0.5550879	0.6203569	1.519351	0.4928125	0.7307898	1.307962	5.395253	1.405088	0.03508517	0.9596502	0.2330744
7203	1	-42.4304	-29.9769	-12.4534	0.5135207	0.6465404	0.514845	0.5644448	2.93543	0.9827523	0.1693062	0.4856877	2.135219	0.333965	2.781216	0.390508
7204	0	-43.3002	-33.9777	-9.32254	0.3325486	0.06134157	0.6203569	0.4806911	0.4928125	0.7906878	1.307962	2.666864	1.405088	0.03508517	0.2857521	0.843346
7205	1	-39.8727	-30.7276	-9.14508	0.7801455	0.1592266	0.1341817	0.12031	0.3261295	0.9827523	0.9318873	0.1715379	2.293906	0.9540859	0.9677097	1.323213
7206	0	-42.3229	-30.0775	-12.2454	0.5980631	0.06063282	2.769435	0.4407188	0.9548723	0.7372699	0.6930166	0.7452615	1.405088	0.06648954	2.931183	0.843346
7207	1	-40.9535	-28.7026	-12.251	0.3169545	0.1669177	2.379345	0.522868	1.408761	0.5199646	0.1988618	1.362239	2.293906	0.9540859	1.504029	0.6230346
7208	0	-38.827	-29.1563	-9.67065	0.5980631	0.1350186	0.1675881	0.5911716	0.9548723	0.9714989	0.1772852	0.7452615	3.619187	0.2978274	0.7825356	0.6303362
7209	1	-39.8987	-29.1351	-10.7636	0.4929957	0.1561953	0.3838395	0.2498743	1.117133	1.288985	1.030712	1.362239	2.293906	0.26067	1.504029	0.6230346
7210	0	-44.4149	-32.0706	-12.3443	0.4562471	0.8247279	2.263365	0.5911716	0.4993607	1.487031	0.8056804	0.7452615	3.619187	0.2978274	0.1241229	0.6303362
7211	1	-40.9235	-29.0358	-11.8877	0.4929957	0.2493202	1.715743	0.2498743	1.117133	1.288985	0.2183928	1.362239	2.973865	0.4562697	1.139889	0.6230346
7212	0	-41.1169	-33.1092	-8.00774	1.577052	1.067248	0.2552927	0.5815825	1.149749	0.6422817	0.8056804	0.2891865	0.5268709	0.401586	0.08087741	0.6303362
7213	1	-47.3289	-32.1605	-15.1684	1.650201	1.785915	1.715743	0.2498743	1.117133	3.06948	0.2183928	0.1686402	2.973865	0.4562697	1.139889	0.6230346
7214	0	-37.673	-31.3826	-6.29048	0.4488559	1.067248	0.2552927	0.07163805	1.375833	0.6805464	0.04512257	0.7923136	0.3396276	0.401586	0.1820852	0.6303362
7215	1	-48.1238	-30.8754	-17.2483	1.650201	1.785915	0.8898008	0.2498743	1.117133	0.5430627	0.2183928	2.417202	2.920693	3.591721	1.241311	0.6230346
7216	0	-38.9547	-31.6894	-7.26529	0.3903178	0.4629086	0.7362817	0.07163805	1.375833	0.6805464	0.04512257	0.953952	0.3396276	1.829092	0.212997	0.166969
7217	1	-43.7902	-29.3483	-14.442	1.29222	1.033213	0.4277261	0.74069	1.117133	0.5430627	0.2183928	2.417202	2.916721	1.871282	1.241311	0.6230346
7218	0	-41.1041	-30.1756	-10.9286	0.302225	0.8978575	0.7362817	0.6529224	0.4593972	0.6805464	0.3777559	1.694154	1.692658	1.829092	1.434096	0.1715647
7219	1	-42.7573	-29.9253	-12.832	1.29222	1.033213	0.9488577	0.7164527	1.117133	0.9222799	0.2183928	0.6726241	2.315566	1.871282	1.350541	0.3734395
7220	0	-41.2361	-30.757	-10.4791	0.8667167	0.8978575	0.7362817	0.386879	0.4593972	0.6805464	0.3777559	0.6407382	1.692658	1.829092	1.434096	0.4771308
7221	1	-39.6236	-31.9809	-7.64278	1.29222	0.2131637	0.9488577	0.449427	1.117133	0.9222799	0.3282852	1.11352	0.239895	0.4156329	0.1348012	0.4675663
7222	0	-39.8701	-31.7863	-8.08379	0.8667167	0.8978575	0.7362817	0.6249161	0.04109757	1.239874	0.3661751	0.5964996	0.5225764	0.7971924	1.005622	0.3889819
7223	1	-41.0271	-31.0306	-9.99652	1.894673	0.8493553	0.9488577	0.344581	0.1501756	0.9222799	0.3282852	1.11352	1.064384	0.560851	1.351994	0.4675663
7224	0	-40.2074	-30.6423	-9.56509	0.74367	0.8978575	1.406526	0.6249161	0.1233916	1.239874	0.3719109	0.7140691	1.251083	0.7971924	1.005622	0.3889819
7225	1	-43.5627	-31.5715	-11.9912	1.894673	0.1875295	0.9488577	0.7279426	0.1501756	0.9222799	0.3282852	1.088768	2.532872	0.560851	1.351994	1.296952
7226	0	-41.3523	-31.0329	-10.3194	0.74367	0.8978575	2.385636	0.6651579	0.1233916	1.000894	0.3719109	0.4738583	1.259743	0.7971924	1.102896	0.4972404
7227	1	-39.288	-28.3098	-10.9783	0.1372182	0.06444446	0.6721328	0.1454309	0.6335514	1.640981	0.07572437	1.088768	2.532872	1.338194	1.351994	1.296952
7228	0	-41.4159	-31.8213	-9.5946	0.8857343	0.8978575	2.385636	0.6651579	0.1145757	1.000894	0.6834506	0.3753198	0.6894035	0.7971924	0.6044199	0.4949579
7229	1	-37.9038	-29.4474	-8.45648	0.8435445	0.06444446	0.6721328	0.04987199	0.546904	0.2149451	0.07572437	0.9944782	1.374563	0.9605874	1.351994	1.307288
7230	0	-37.4512	-31.1391	-6.3121	0.8857343	0.5347437	0.4369374	0.6651579	0.2474331	1.000894	0.6834506	0.3898043	0.6543135	0.4119576	0.3282304	0.07344267
7231	1	-45.6968	-29.8277	-15.8691	1.923113	0.3247543	0.6721328	0.6229919	0.8825283	3.670524	0.6171848	0.9944782	1.374563	2.127561	1.351994	1.307288
7232	0	-35.6565	-30.4107	-5.24581	0.128149	0.5347437	0.1791905	0.6651579	0.604427	0.3858996	0.2016675	0.3898043	0.6011697	0.3136424	1.168516	0.07344267
7233	1	-41.0966	-28.6775	-12.4191	0.2856422	0.5326054	1.487903	0.3908765	1.019708	2.393489	0.05284587	0.9944782	1.998334	0.6039037	1.351994	1.307288
7234	0	-35.457	-31.5021	-3.95484	0.128149	0.5069216	0.1791905	0.6651579	0.604427	0.3858996	0.2016675	0.1584507	0.2078219	0.3136424	0.5300732	0.07344267
7235	1	-38.8578	-29.1563	-9.70141	0.2856422	0.5027618	0.1721811	0.3908765	1.019708	2.393489	0.5272694	0.9944782	1.998334	0.3885122	0.5647524	0.4634027
7236	0	-35.088	-29.6752	-5.41274	0.1148949	0.5069216	0.1791905	0.42801	0.604427	0.3858996	0.01367286	1.082558	0.2078219	0.3136424	0.5300732	1.045624
7237	1	-38.3662	-29.7499	-8.61636	0.3459301	0.647824	0.1721811	0.2032537	1.019708	1.100685	0.5272694	0.9944782	1.045969	1.761776	0.5647524	0.2325312
7238	0	-41.5292	-29.1513	-12.3779	0.1486728	1.056996	0.1791905	0.2864363	0.604427	0.3858996	0.4113035	1.082558	1.779768	0.2802579	3.360841	2.801515
7239	1	-37.8266	-29.3874	-8.43921	0.3459301	0.647824	0.1721811	0.2032537	0.6585083	1.100685	0.5272694	1.147496	2.483711	0.6843964	0.2354206	0.2325312
7240	0	-43.7443	-28.9474	-14.7969	0.0619642	0.429313	0.1791905	0.1021151	1.378664	0.8398757	0.4113035	1.334546	1.779768	2.117785	3.360841	2.801515
7241	1	-37.9567	-29.4084	-8.54831	0.3816867	0.6171938	0.1721811	0.3062858	0.8001119	1.100685	0.07031291	1.147496	2.483711	0.2631532	0.2859577	0.9195349
7242	0	-45.5296	-29.0158	-16.5138	0.1323977	0.6580961	0.1791905	0.09916112	0.8565961	0.8398757	0.4113035	1.334546	2.074248	2.117785	4.961935	2.848661
7243	1	-36.6529	-29.5942	-7.05866	0.575825	1.590001	0.1829353	0.3964787	0.8001119	1.100685	0.02814545	1.147496	0.4503554	0.2631532	0.2859577	0.2375146
7244	0	-45.8228	-29.7341	-16.0888	0.1959171	5.631377	0.271334	0.170751	0.8565961	1.403085	0.48113	1.334546	0.3530267	0.8821004	1.660249	2.848661
7245	1	-37.0946	-29.8776	-7.21695	1.08152	0.02122278	0.8559526	0.1231763	0.5147877	0.5639945	0.02814545	1.213665	2.154679	0.2041961	0.2180983	0.2375146
7246	0	-45.1714	-30.5409	-14.6305	0.2974004	5.631377	0.2572151	0.6765701	0.8565961	0.4583562	0.07058615	0.6072936	0.3530267	0.9445534	1.628848	2.848661
7247	1	-37.8852	-30.8259	-7.05928	1.08152	0.01929872	0.8559526	0.5297851	0.7177451	0.5639945	0.02814545	1.213665	0.4759768	0.2041961	0.2732101	1.095792
7248	0	-47.7286	-31.2047	-16.5239	4.145055	0.657774	0.2572151	0.4766645	0.3995221	1.515	0.07058615	3.034807	0.5504932	0.9392483	1.628848	2.848661
7249	1	-38.1751	-31.6756	-6.49952	0.4513787	0.02281478	0.3609289	1.35225	0.7177451	0.5639945	0.008192773	0.9730413	0.4759768	0.2041961	0.2732101	1.095792
7250	0	-37.4189	-29.6062	-7.81269	1.046625	0.7935806	0.2572151	0.4707871	0.3995221	1.515	0.07058615	1.071122	0.5504932	0.4187566	0.9645896	0.2544122
7251	1	-39.0315	-31.8831	-7.14831	0.8226475	0.03714823	0.5603262	1.35225	0.7177451	1.393217	0.02878521	0.19512	0.4759768	0.1960942	0.2732101	1.095792
7252	0	-38.5657	-30.6079	-7.95781	0.2900767	0.7935806	0.3588312	0.4707871	2.264059	1.515	0.0759213	0.2383195	0.5076477	0.2245845	0.9645896	0.2544122
7253	1	-43.3147	-31.5791	-11.7356	0.285942	0.03714823	0.5603262	1.35225	1.421167	1.393217	0.2419212	3.405033	1.060644	0.8609399	0.2732101	0.8438114
7254	0	-40.0782	-30.0337	-10.0445	0.2900767	0.7935806	0.3588312	0.4707871	0.6337319	0.9111819	0.4502036	0.6549335	0.2814665	0.2245845	4.337234	0.6378654
7255	1	-41.6559	-30.6699	-10.9861	0.3842894	0.01842374	0.5603262	1.216559	1.421167	1.393217	0.2419212	0.4272662	1.322548	0.8609399	0.2732101	2.866199
7256	0	-46.6728	-32.5284	-14.1444	4.141551	0.6227652	0.7623917	0.5043365	1.483441	0.9111819	0.1246201	0.6549335	0.2814665	0.2245845	4.337234	0.09586199
7257	1	-41.9277	-31.4598	-10.4679	0.7907549	0.09784442	2.07549	1.216559	0.507734	1.393217	0.08675388	0.4272662	1.322548	0.8609399	0.2732101	1.415594
7258	0	-39.5101	-28.6511	-10.859	0.5256244	0.6227652	0.1972185	0.5043365	0.6796085	0.9111819	0.0128728	1.878323	2.690991	0.2245845	2.410597	0.2008554
7259	1	-53.3461	-32.8367	-20.5094	4.710938	1.580784	1.252728	1.216559	1.770732	3.20336	1.109814	0.2762099	1.322548	2.376932	0.2732101	1.415594
7260	0	-41.3115	-29.2151	-12.0964	0.3616672	0.6227652	0.2933211	0.5043365	1.142924	1.972801	0.0128728	1.878323	0.7742565	3.074699	1.03193	0.426525
7261	1	-49.972	-31.8916	-18.0804	4.710938	0.5675381	1.252728	1.216559	1.770732	0.6142815	0.8221237	1.198729	1.322548	2.376932	1.993264	0.2340201
7262	0	-39.4616	-29.0561	-10.4055	0.279492	0.3271514	1.770341	0.3072593	1.142924	1.972801	0.0128728	1.878323	0.7742565	1.014287	0.5609381	0.3648311
7263	1	-44.3294	-30.9577	-13.3717	0.406274	0.5675381	1.252728	0.1879503	1.770732	0.6142815	0.796823	1.18622	1.894515	2.467389	1.993264	0.2340201
7264	0	-47.4946	-29.705	-17.7896	2.559091	1.250022	0.697308	0.218651	1.142924	1.972801	0.01251045	2.587253	1.458345	1.014287	3.121781	1.754625
7265	1	-43.9396	-30.518	-13.4215	0.406274	1.850199	0.6788384	0.4906917	0.6664186	1.715254	1.340577	1.074481	2.097109	2.467389	0.400276	0.2340201
7266	0	-38.6861	-30.754	-7.93209	0.4364156	1.250022	0.697308	0.4698342	0.6658598	1.763605	0.04901397	0.7524426	0.8453278	0.1029128	0.4042681	0.4950818
7267	1	-41.1575	-29.6549	-11.5026	0.1110721	1.850199	1.041515	0.4906917	0.6664186	1.715254	1.340577	0.9475935	2.097109	0.3303005	0.6778314	0.2340201
7268	0	-43.9439	-30.22	-13.7239	0.8155107	0.01574945	4.134745	0.4698342	0.9602759	1.415023	0.04901397	0.7524426	3.865136	0.1029128	0.6481627	0.4950818
7269	1	-39.4983	-30.4223	-9.07601	0.1110721	0.7728016	1.041515	0.2161805	0.6664186	1.219045	0.03917553	1.694214	0.3770704	1.508232	1.174615	0.2556752
7270	0	-42.4228	-30.35	-12.0729	0.2948306	0.01574945	4.940007	0.2672732	1.566693	1.415023	0.06046347	0.7524426	1.560389	0.05674105	0.6481627	0.4950818
7271	1	-38.4605	-30.1993	-8.26116	0.02758169	0.7368968	0.5414434	0.2161805	1.558446	0.8606367	0.07177852	0.7624349	0.3770704	1.508232	1.174615	0.4258397
7272	0	-43.1815	-32.7397	-10.4418	2.510241	0.1766253	0.9492824	0.2654106	1.566693	1.415023	0.06046347	0.7524426	1.560389	0.04198649	0.6481627	0.4950818
7273	1	-37.1571	-29.848	-7.30917	0.3780907	0.7368968	0.07364607	0.7289291	0.3617116	0.8606367	0.1046779	0.5687436	0.3770704	1.508232	1.174615	0.4359208
7274	0	-39.8205	-30.2706	-9.54991	0.2389035	2.356935	0.9492824	0.5817766	0.7326928	1.415023	0.06046347	0.4546628	0.3241747	0.1607651	0.6481627	1.627068
7275	1	-38.6868	-29.001	-9.68588	0.05258008	0.7368968	1.79072	0.60066	0.7290012	1.314731	0.1046779	0.5687436	0.5513435	1.508232	1.174615	0.553675
7276	0	-40.5003	-31.1014	-9.3989	0.4599444	2.356935	0.4624515	1.345529	0.8403836	0.9246626	0.2988906	0.4546628	0.3241747	0.9195857	0.5117484	0.4999337
7277	1	-40.8746	-28.597	-12.2776	0.1284441	2.226226	1.243524	0.60066	0.7290012	1.199531	0.1046779	0.6559352	2.356281	1.508232	1.174615	0.3504817
7278	0	-48.5371	-31.7347	-16.8024	1.051142	2.356935	0.4624515	1.345529	2.385104	1.858458	0.2988906	0.2691771	0.9914422	1.398944	0.597333	3.786986
7279	1	-42.3812	-30.2329	-12.1482	0.3756515	3.300126	1.243524	0.60066	0.7290012	0.2883071	0.1700253	0.6559352	2.356281	0.8835263	1.174615	0.3705874
7280	0	-46.1674	-30.7276	-15.4398	2.031001	0.7034677	0.4624515	1.345529	2.054737	1.858458	0.8762353	0.2691771	2.059312	1.398944	1.126226	1.254294
7281	1	-44.5198	-31.5851	-12.9348	0.9232974	3.300126	1.46475	0.60066	1.651857	1.034733	0.1700253	0.6559352	2.356281	0.3042065	0.2249555	0.2479278
7282	0	-46.981	-31.0675	-15.9136	2.031001	0.7034677	2.012145	1.345529	2.054737	1.858458	0.8762353	0.188271	2.059312	1.398944	1.126226	0.2592397
7283	1	-39.3359	-31.5367	-7.79919	0.9232974	0.7455305	1.46475	0.60066	0.5679031	0.5269308	0.226354	0.5299444	0.30105	1.439883	0.2249555	0.2479278
7284	0	-40.5316	-31.3435	-9.18809	0.3962436	0.7034677	2.012145	0.09321251	0.1306581	1.660345	0.8762353	0.188271	1.494126	0.2479164	1.126226	0.2592397
7285	1	-40.7968	-33.2347	-7.56211	0.3417021	0.7455305	0.7700808	0.879143	0.7095957	0.5269308	0.2653037	0.5299444	0.1332181	1.439883	0.2249555	0.995827
7286	0	-39.8727	-31.6641	-8.20861	1.402042	0.1943696	0.2910389	0.09321251	0.1306581	0.6989354	0.2466452	0.188271	1.494126	1.182643	2.02743	0.2592397
7287	1	-35.915	-28.7827	-7.13231	0.1118285	0.7455305	0.7700808	0.2302534	0.7818359	0.5269308	0.07619019	0.5299444	1.134838	0.293816	1.204946	0.7261182
7288	0	-40.1243	-32.1243	-7.99995	1.402042	0.1943696	0.2078978	0.1178854	0.1306581	0.6989354	0.2466452	0.1579604	1.494126	1.182643	2.02743	0.1393594
7289	1	-38.0558	-31.604	-6.45173	0.1118285	0.2202633	1.293354	0.2302534	0.7818359	0.2598125	0.2290434	0.5638743	1.695465	0.9411937	0.03207824	0.0927279
7290	0	-37.6478	-30.0461	-7.60174	1.402042	0.3178878	0.1218717	0.1290419	0.8254533	0.6989354	0.2466452	0.3987077	1.494126	1.182643	0.3337848	0.4506014
7291	1	-39.7558	-31.5603	-8.19548	0.2204012	0.06740342	0.1726911	0.120887	0.7818359	0.4716526	0.2290434	0.5638743	1.695465	0.9411937	0.07548407	2.855545
7292	0	-42.3644	-32.1094	-10.2551	0.1145186	0.7975258	2.429326	0.1290419	0.8041947	1.066877	1.463746	0.4075558	0.8837636	1.182643	0.5252783	0.4506014
7293	1	-40.545	-31.3162	-9.22885	0.2140843	0.003679376	0.6106249	0.1320627	0.541929	0.4716526	0.9648192	0.5638743	1.695465	1.003014	0.1720949	2.855545
7294	0	-36.0593	-28.8671	-7.1922	0.1145186	0.3822249	0.1587655	0.1290419	0.4075604	0.9656806	0.2589835	0.4075558	1.13031	1.182643	1.015121	1.039798
7295	1	-42.319	-32.0365	-10.2824	0.2140843	0.4662243	0.6106249	0.147683	1.175986	0.4716526	0.9648192	3.124232	1.763949	1.003014	0.1720949	0.1680827
7296	0	-40.2353	-31.2183	-9.01696	0.1145186	0.5484879	2.590754	0.2805237	0.4075604	1.350639	0.04847265	0.4075558	0.1857171	1.182643	0.86029	1.039798
7297	1	-42.3651	-31.029	-11.3361	0.60943	0.4662243	0.6106249	0.1669888	0.8486176	2.59025	0.9648192	0.8498394	1.763949	1.003014	0.3336826	1.128669
7298	0	-37.155	-30.1864	-6.96866	0.5618849	0.5484879	0.09376718	0.2805237	0.4075604	1.350639	0.04847265	1.121443	0.1857171	0.97777	0.86029	0.5321045
7299	1	-42.4202	-29.944	-12.4763	0.8589072	1.385873	0.4709943	0.8300935	0.8486176	2.59025	0.9648192	0.8498394	1.763949	1.003014	0.7315319	0.1783746
7300	0	-35.2455	-27.9775	-7.26795	0.07223836	0.5484879	0.7912457	0.2805237	0.7711251	0.5906707	0.04847265	0.6349808	1.787202	0.3506047	0.86029	0.5321045
7301	1	-43.412	-31.1294	-12.2825	0.8589072	1.385873	1.171135	0.3562864	0.8486176	3.287207	0.9648192	0.8498394	0.8179387	1.003014	0.4997671	0.2391446
7302	0	-37.8095	-27.7651	-10.0443	0.07223836	0.9858153	0.7912457	0.2805237	0.7711251	0.5309517	0.04847265	0.6349808	2.541381	0.5900953	2.020846	0.7766571
7303	1	-46.5356	-30.3566	-16.1789	1.252107	1.385873	2.083803	0.3562864	0.8486176	3.287207	0.2825084	1.573992	1.301374	0.7964724	2.651931	0.3587649
7304	0	-42.6012	-29.3747	-13.2266	0.1065176	0.6062269	0.7912457	0.2805237	1.299988	1.334784	0.3054286	0.138678	2.541381	0.5900953	2.567924	2.663777
7305	1	-48.4758	-29.5391	-18.9367	0.2785008	1.385873	4.017796	0.3562864	0.8486176	1.097716	0.602407	1.573992	2.888725	1.154615	2.866323	1.865841
7306	0	-40.3727	-30.0245	-10.3482	0.1001543	0.6062269	0.2628904	0.6476971	1.299988	1.302227	1.272199	0.1759911	2.541381	0.5867344	0.9675818	0.5851037
7307	1	-44.1484	-30.4696	-13.6788	1.520834	1.385873	0.5806318	0.3562864	0.8486176	1.097716	0.5560822	1.573992	3.511224	1.154615	0.4265069	0.6664569
7308	0	-44.705	-31.1039	-13.601	0.3853695	2.038308	0.6923637	1.194296	1.299988	1.302227	0.7290625	0.1759911	1.893595	2.189676	0.9675818	0.7325677
7309	1	-42.3473	-28.5542	-13.7931	0.235079	0.2724162	0.5806318	0.3562864	0.8486176	1.097716	0.5560822	1.802869	3.511224	0.2203336	3.976135	0.3356899
7310	0	-46.7567	-32.4334	-14.3233	0.2169513	2.038308	0.6923637	1.194296	1.299988	0.4961706	1.385325	0.1759911	4.868611	0.397281	0.9675818	0.5904224
7311	1	-47.1513	-31.5903	-15.5611	2.884937	0.2724162	0.09039268	1.048685	0.8486176	1.097716	1.266371	1.802869	1.719014	1.286861	1.668143	1.575037
7312	0	-49.0554	-30.9547	-18.1007	0.2169513	2.038308	0.2450089	1.730642	1.299988	3.040563	1.385325	0.5127858	4.868611	0.397281	1.77486	0.5904224
7313	1	-45.4699	-31.1287	-14.3412	0.8801269	1.497945	1.333779	1.395859	0.8486176	0.8534384	1.266371	1.802869	1.719014	0.8065574	1.668143	0.2684704
7314	0	-51.9606	-28.9406	-23.0199	0.2169513	2.038308	4.341145	0.3163138	1.224595	3.040563	0.07425447	2.328798	4.868611	0.397281	2.707777	1.465341
7315	1	-47.5091	-29.659	-17.8501	0.8801269	0.7864515	1.333779	1.395859	0.8486176	0.8534384	0.1011487	1.020066	2.674419	1.336285	4.172534	2.447346
7316	0	-51.6711	-31.8605	-19.8106	0.2169513	0.9075667	4.341145	0.8224012	1.657429	4.072788	0.6581533	0.2695746	4.868611	0.08567418	0.8375648	1.072751
