Measurement	Container 	Treatment	Species	Specimen	Stage	Activity level	Zooid length (mm)	Number of zooids	Colony volume (ml)	Date	Experiment	Time point (min)	Sensor ID	Injection time	Start time	O2 (mg/L)	Temperature (°C)	Container volume (ml)	Organism notes	Measurement notes	In-jar velocity (m/s)	Relevant control
400	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-1	Blastozooid	Moderate	7	21	1.3	4/22/2022	11	45	P4	NA	18:05	6.29	24.6	208			NA	392
401	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-1	Blastozooid	Moderate	7	21	1.3	4/22/2022	11	60	P4	NA	18:05	6.35	24.2	208			NA	393
402	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-1	Blastozooid	Moderate	7	21	1.3	4/22/2022	11	90	P4	NA	18:05	6.28	24.2	208			NA	394
403	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-1	Blastozooid	Moderate	7	21	1.3	4/22/2022	11	120	P4	NA	18:05	6.23	24.1	208			NA	395
404	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-1	Blastozooid	Moderate	7	21	1.3	4/22/2022	11	150	P4	NA	18:05	6.19	24.1	208			NA	396
405	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	0	P5	NA	18:05	6.35	25.3	208			NA	389
406	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	15	P5	NA	18:05	6.36	25.1	208			NA	390
407	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	30	P5	NA	18:05	6.4	24.8	208			NA	391
408	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	45	P5	NA	18:05	6.42	24.6	208			NA	392
409	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	60	P5	NA	18:05	6.48	24.2	208			NA	393
410	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	90	P5	NA	18:05	6.46	24.2	208			NA	394
411	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	120	P5	NA	18:05	6.41	24.1	208			NA	395
412	Plastic	Intact	Brooksia rostrata	D21-BR-OS-2	Oozoid+Stolon	Active	30	37	1	4/22/2022	11	150	P5	NA	18:05	6.39	24.1	208			NA	396
413	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	0	P6	NA	18:05	6.43	25.3	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	389
414	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	15	P6	NA	18:05	6.44	25.1	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	390
415	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	30	P6	NA	18:05	6.43	24.8	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	391
416	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	45	P6	NA	18:05	6.43	24.6	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	392
417	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	60	P6	NA	18:05	6.44	24.2	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	393
418	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	90	P6	NA	18:05	6.36	24.2	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	394
419	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	120	P6	NA	18:05	6.25	24.1	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	395
420	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2A	Blastozooid	Very active	15	28	6	4/22/2022	11	150	P6	NA	18:05	6.18	24.1	980	Same specimen as D21-Icyl-B-2B, broken up from larger colony	In 980 ml jar	NA	396
421	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	0	P7	NA	18:05	6.44	25.3	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	389
422	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	15	P7	NA	18:05	6.44	25.1	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	390
423	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	30	P7	NA	18:05	6.5	24.8	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	391
424	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	45	P7	NA	18:05	6.49	24.6	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	392
425	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	60	P7	NA	18:05	6.56	24.2	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	393
426	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	90	P7	NA	18:05	6.5	24.2	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	394
427	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	120	P7	NA	18:05	6.45	24.1	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	395
428	Plastic	Intact	Iasis (Weelia) cylindrica	D21-Icyl-B-2B	Blastozooid	Very active	15	15	3	4/22/2022	11	150	P7	NA	18:05	6.43	24.1	980	Same specimen as D21-Icyl-B-2A, broken up from larger colony	In 980 ml jar	NA	396
429	Plastic	Intact	Brooksia rostrata	D23-BR-OS-1	Oozoid+Stolon	Active	30	1	0.5	4/24/2022	12	0	P1	NA	18:15	6.39	25	208	Oozoid (30mm) + broken stolon (14 2mm zooids)		NA	441
430	Plastic	Intact	Brooksia rostrata	D23-BR-OS-1	Oozoid+Stolon	Active	30	1	0.5	4/24/2022	12	15	P1	NA	18:15	6.35	24.7	208	Oozoid (30mm) + broken stolon (14 2mm zooids)		NA	442
431	Plastic	Intact	Brooksia rostrata	D23-BR-OS-1	Oozoid+Stolon	Active	30	1	0.5	4/24/2022	12	30	P1	NA	18:15	6.4	24.5	208	Oozoid (30mm) + broken stolon (14 2mm zooids)		NA	443
432	Plastic	Intact	Brooksia rostrata	D23-BR-OS-1	Oozoid+Stolon	Active	30	1	0.5	4/24/2022	12	45	P1	NA	18:15	6.43	24.4	208	Oozoid (30mm) + broken stolon (14 2mm zooids)		NA	444
433	Plastic	Intact	Brooksia rostrata	D23-BR-OS-1	Oozoid+Stolon	Active	30	1	0.5	4/24/2022	12	60	P1	NA	18:15	6.46	24.2	208	Oozoid (30mm) + broken stolon (14 2mm zooids)		NA	445
434	Plastic	Intact	Brooksia rostrata	D23-BR-OS-1	Oozoid+Stolon	Active	30	1	0.5	4/24/2022	12	123	P1	NA	18:15	6.44	23.9	208	Oozoid (30mm) + broken stolon (14 2mm zooids)		NA	446
435	Plastic	Intact	Brooksia rostrata	D23-BR-OS-2	Oozoid+Stolon	Active	25	1	0.3	4/24/2022	12	0	P2	NA	18:15	6.39	25	208	Oozoid (25mm) + broken stolon (6 1mm zooids)		NA	441
436	Plastic	Intact	Brooksia rostrata	D23-BR-OS-2	Oozoid+Stolon	Active	25	1	0.3	4/24/2022	12	15	P2	NA	18:15	6.41	24.7	208	Oozoid (25mm) + broken stolon (6 1mm zooids)		NA	442
437	Plastic	Intact	Brooksia rostrata	D23-BR-OS-2	Oozoid+Stolon	Active	25	1	0.3	4/24/2022	12	30	P2	NA	18:15	6.44	24.5	208	Oozoid (25mm) + broken stolon (6 1mm zooids)		NA	443
438	Plastic	Intact	Brooksia rostrata	D23-BR-OS-2	Oozoid+Stolon	Active	25	1	0.3	4/24/2022	12	45	P2	NA	18:15	6.44	24.4	208	Oozoid (25mm) + broken stolon (6 1mm zooids)		NA	444
439	Plastic	Intact	Brooksia rostrata	D23-BR-OS-2	Oozoid+Stolon	Active	25	1	0.3	4/24/2022	12	60	P2	NA	18:15	6.49	24.2	208	Oozoid (25mm) + broken stolon (6 1mm zooids)		NA	445
440	Plastic	Intact	Brooksia rostrata	D23-BR-OS-2	Oozoid+Stolon	Active	25	1	0.3	4/24/2022	12	123	P2	NA	18:15	6.42	23.9	208	Oozoid (25mm) + broken stolon (6 1mm zooids)		NA	446
441	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/24/2022	12	0	P3 control	NA	18:15	6.48	25	72	Control local seawater		NA	NA
442	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/24/2022	12	15	P3 control	NA	18:15	6.51	24.7	72	Control local seawater		NA	NA
443	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/24/2022	12	30	P3 control	NA	18:15	6.55	24.5	72	Control local seawater		NA	NA
444	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/24/2022	12	45	P3 control	NA	18:15	6.58	24.4	72	Control local seawater		NA	NA
445	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/24/2022	12	60	P3 control	NA	18:15	6.6	24.2	72	Control local seawater		NA	NA
446	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/24/2022	12	123	P3 control	NA	18:15	6.61	23.9	72	Control local seawater		NA	NA
447	Plastic	Intact	Cyclosalpa sewelli	D23-Cpol-B-1	Blastozooid	Moderate	35	1	2.4	4/24/2022	12	0	P4	NA	18:15	6.37	25	208	Single blastozooid		NA	441
448	Plastic	Intact	Cyclosalpa sewelli	D23-Cpol-B-1	Blastozooid	Moderate	35	1	2.4	4/24/2022	12	15	P4	NA	18:15	6.36	24.7	208	Single blastozooid		NA	442
449	Plastic	Intact	Cyclosalpa sewelli	D23-Cpol-B-1	Blastozooid	Moderate	35	1	2.4	4/24/2022	12	30	P4	NA	18:15	6.36	24.5	208	Single blastozooid		NA	443
450	Plastic	Intact	Cyclosalpa sewelli	D23-Cpol-B-1	Blastozooid	Moderate	35	1	2.4	4/24/2022	12	45	P4	NA	18:15	6.35	24.4	208	Single blastozooid		NA	444
451	Plastic	Intact	Cyclosalpa sewelli	D23-Cpol-B-1	Blastozooid	Moderate	35	1	2.4	4/24/2022	12	60	P4	NA	18:15	6.37	24.2	208	Single blastozooid		NA	445
452	Plastic	Intact	Cyclosalpa sewelli	D23-Cpol-B-1	Blastozooid	Moderate	35	1	2.4	4/24/2022	12	123	P4	NA	18:15	6.22	23.9	208	Single blastozooid		NA	446
453	Plastic	Intact	Ritteriella amboinensis	D23-Ramb-B-1	Blastozooid	Moderate	40	23	40	4/24/2022	12	0	P5	NA	18:15	6.31	25	208	Disagregated zooids, pregnant. 19 blastozooids and 4 newborn oozoids.		NA	441
454	Plastic	Intact	Ritteriella amboinensis	D23-Ramb-B-1	Blastozooid	Moderate	40	23	40	4/24/2022	12	15	P5	NA	18:15	6.16	24.7	208	Disagregated zooids, pregnant. 19 blastozooids and 4 newborn oozoids.		NA	442
455	Plastic	Intact	Ritteriella amboinensis	D23-Ramb-B-1	Blastozooid	Moderate	40	23	40	4/24/2022	12	30	P5	NA	18:15	6.05	24.5	208	Disagregated zooids, pregnant. 19 blastozooids and 4 newborn oozoids.		NA	443
456	Plastic	Intact	Ritteriella amboinensis	D23-Ramb-B-1	Blastozooid	Moderate	40	23	40	4/24/2022	12	45	P5	NA	18:15	5.99	24.4	208	Disagregated zooids, pregnant. 19 blastozooids and 4 newborn oozoids.		NA	444
457	Plastic	Intact	Ritteriella amboinensis	D23-Ramb-B-1	Blastozooid	Moderate	40	23	40	4/24/2022	12	60	P5	NA	18:15	5.86	24.2	208	Disagregated zooids, pregnant. 19 blastozooids and 4 newborn oozoids.		NA	445
458	Plastic	Intact	Ritteriella amboinensis	D23-Ramb-B-1	Blastozooid	Moderate	40	23	40	4/24/2022	12	123	P5	NA	18:15	5.32	23.9	208	Disagregated zooids, pregnant. 19 blastozooids and 4 newborn oozoids.		NA	446
459	Plastic	Intact	Pegea sp.	D23-Pso-B-1	Blastozooid	Moderate	30	22	44	4/24/2022	12	0	P6	NA	18:15	6.14	25	980		In 980 ml jar	NA	441
460	Plastic	Intact	Pegea sp.	D23-Pso-B-1	Blastozooid	Moderate	30	22	44	4/24/2022	12	15	P6	NA	18:15	6.09	24.7	980		In 980 ml jar	NA	442
461	Plastic	Intact	Pegea sp.	D23-Pso-B-1	Blastozooid	Moderate	30	22	44	4/24/2022	12	30	P6	NA	18:15	6	24.5	980		In 980 ml jar	NA	443
462	Plastic	Intact	Pegea sp.	D23-Pso-B-1	Blastozooid	Moderate	30	22	44	4/24/2022	12	45	P6	NA	18:15	5.92	24.4	980		In 980 ml jar	NA	444
463	Plastic	Intact	Pegea sp.	D23-Pso-B-1	Blastozooid	Moderate	30	22	44	4/24/2022	12	60	P6	NA	18:15	5.84	24.2	980		In 980 ml jar	NA	445
464	Plastic	Intact	Pegea sp.	D23-Pso-B-1	Blastozooid	Moderate	30	22	44	4/24/2022	12	123	P6	NA	18:15	5.27	23.9	980		In 980 ml jar	NA	446
465	Plastic	Intact	Iasis (Weelia) cylindrica	D23-Icyl-B-1	Blastozooid	Active	15	44	14.1	4/24/2022	12	0	P7	NA	18:15	6.4	25	980	Caught ~60ft deep, broke into subchains	In 980 ml jar	NA	441
466	Plastic	Intact	Iasis (Weelia) cylindrica	D23-Icyl-B-1	Blastozooid	Active	15	44	14.1	4/24/2022	12	15	P7	NA	18:15	6.39	24.7	980	Caught ~60ft deep, broke into subchains	In 980 ml jar	NA	442
467	Plastic	Intact	Iasis (Weelia) cylindrica	D23-Icyl-B-1	Blastozooid	Active	15	44	14.1	4/24/2022	12	30	P7	NA	18:15	6.36	24.5	980	Caught ~60ft deep, broke into subchains	In 980 ml jar	NA	443
468	Plastic	Intact	Iasis (Weelia) cylindrica	D23-Icyl-B-1	Blastozooid	Active	15	44	14.1	4/24/2022	12	45	P7	NA	18:15	6.32	24.4	980	Caught ~60ft deep, broke into subchains	In 980 ml jar	NA	444
469	Plastic	Intact	Iasis (Weelia) cylindrica	D23-Icyl-B-1	Blastozooid	Active	15	44	14.1	4/24/2022	12	60	P7	NA	18:15	6.3	24.2	980	Caught ~60ft deep, broke into subchains	In 980 ml jar	NA	445
470	Plastic	Intact	Iasis (Weelia) cylindrica	D23-Icyl-B-1	Blastozooid	Active	15	44	14.1	4/24/2022	12	123	P7	NA	18:15	6.01	23.9	980	Caught ~60ft deep, broke into subchains	In 980 ml jar	NA	446
471	Plastic	Intact	Cyclosalpa quadriluminis	D25-Cqua-B-1	Blastozooid	Moderate	25	4	4	4/25/2022	13	0	P1	NA	18:08	6.21	25.4	208			NA	489
472	Plastic	Intact	Cyclosalpa quadriluminis	D25-Cqua-B-1	Blastozooid	Moderate	25	4	4	4/25/2022	13	15	P1	NA	18:08	6.18	25.2	208			NA	490
473	Plastic	Intact	Cyclosalpa quadriluminis	D25-Cqua-B-1	Blastozooid	Moderate	25	4	4	4/25/2022	13	36	P1	NA	18:08	6.15	24.9	208			NA	491
474	Plastic	Intact	Cyclosalpa quadriluminis	D25-Cqua-B-1	Blastozooid	Moderate	25	4	4	4/25/2022	13	51	P1	NA	18:08	6.08	24.7	208			NA	492
475	Plastic	Intact	Cyclosalpa quadriluminis	D25-Cqua-B-1	Blastozooid	Moderate	25	4	4	4/25/2022	13	66	P1	NA	18:08	6.03	24.6	208			NA	493
476	Plastic	Intact	Cyclosalpa quadriluminis	D25-Cqua-B-1	Blastozooid	Moderate	25	4	4	4/25/2022	13	126	P1	NA	18:08	5.86	24.2	208			NA	494
477	Plastic	Intact	Brooksia rostrata	D25-BR-B-1	Blastozooid	Moderate	4	60	1	4/25/2022	13	0	P2	NA	18:08	6.39	25.4	208			NA	489
478	Plastic	Intact	Brooksia rostrata	D25-BR-B-1	Blastozooid	Moderate	4	60	1	4/25/2022	13	15	P2	NA	18:08	6.45	25.2	208			NA	490
479	Plastic	Intact	Brooksia rostrata	D25-BR-B-1	Blastozooid	Moderate	4	60	1	4/25/2022	13	36	P2	NA	18:08	6.46	24.9	208			NA	491
480	Plastic	Intact	Brooksia rostrata	D25-BR-B-1	Blastozooid	Moderate	4	60	1	4/25/2022	13	51	P2	NA	18:08	6.49	24.7	208			NA	492
481	Plastic	Intact	Brooksia rostrata	D25-BR-B-1	Blastozooid	Moderate	4	60	1	4/25/2022	13	66	P2	NA	18:08	6.49	24.6	208			NA	493
482	Plastic	Intact	Brooksia rostrata	D25-BR-B-1	Blastozooid	Moderate	4	60	1	4/25/2022	13	126	P2	NA	18:08	6.52	24.2	208			NA	494
483	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	0	P3 control	NA	18:08	6.37	25.4	72	Control local seawater		NA	NA
484	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	15	P3 control	NA	18:08	6.46	25.2	72	Control local seawater		NA	NA
485	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	36	P3 control	NA	18:08	6.54	24.9	72	Control local seawater		NA	NA
486	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	51	P3 control	NA	18:08	6.55	24.7	72	Control local seawater		NA	NA
487	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	66	P3 control	NA	18:08	6.57	24.6	72	Control local seawater		NA	NA
488	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	126	P3 control	NA	18:08	6.55	24.2	72	Control local seawater		NA	NA
489	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	0	P4	NA	18:08	6.4	25.4	208	Control local seawater	Sealed early in dive	NA	NA
490	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	15	P4	NA	18:08	6.47	25.2	208	Control local seawater	Sealed early in dive	NA	NA
491	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	36	P4	NA	18:08	6.52	24.9	208	Control local seawater	Sealed early in dive	NA	NA
492	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	51	P4	NA	18:08	6.55	24.7	208	Control local seawater	Sealed early in dive	NA	NA
493	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	66	P4	NA	18:08	6.56	24.6	208	Control local seawater	Sealed early in dive	NA	NA
494	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	126	P4	NA	18:08	6.57	24.2	208	Control local seawater	Sealed early in dive	NA	NA
495	Plastic	Intact	Pegea sp.	D25-Pso-B-1	Blastozooid	Active	42	7	35	4/25/2022	13	0	P6	NA	18:08	6.39	25.4	980			NA	501
496	Plastic	Intact	Pegea sp.	D25-Pso-B-1	Blastozooid	Active	42	7	35	4/25/2022	13	15	P6	NA	18:08	6.37	25.2	980			NA	502
497	Plastic	Intact	Pegea sp.	D25-Pso-B-1	Blastozooid	Active	42	7	35	4/25/2022	13	36	P6	NA	18:08	6.34	24.9	980			NA	503
498	Plastic	Intact	Pegea sp.	D25-Pso-B-1	Blastozooid	Active	42	7	35	4/25/2022	13	51	P6	NA	18:08	6.29	24.7	980			NA	504
499	Plastic	Intact	Pegea sp.	D25-Pso-B-1	Blastozooid	Active	42	7	35	4/25/2022	13	66	P6	NA	18:08	6.26	24.6	980			NA	505
500	Plastic	Intact	Pegea sp.	D25-Pso-B-1	Blastozooid	Active	42	7	35	4/25/2022	13	126	P6	NA	18:08	6.05	24.2	980			NA	506
501	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	0	P7	NA	18:08	6.45	25.4	980	Control local seawater	Sealed early in dive	NA	501
502	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	15	P7	NA	18:08	6.53	25.2	980	Control local seawater	Sealed early in dive	NA	502
503	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	36	P7	NA	18:08	6.59	24.9	980	Control local seawater	Sealed early in dive	NA	503
504	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	51	P7	NA	18:08	6.62	24.7	980	Control local seawater	Sealed early in dive	NA	504
505	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	66	P7	NA	18:08	6.66	24.6	980	Control local seawater	Sealed early in dive	NA	505
506	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	4/25/2022	13	126	P7	NA	18:08	6.69	24.2	980	Control local seawater	Sealed early in dive	NA	506
507	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	0	P1	NA	23:23	6.33	25.8	208	One zooid broke off		NA	521
508	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	15	P1	NA	23:23	6.3	25.5	208	One zooid broke off		NA	522
509	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	30	P1	NA	23:23	6.32	25.3	208	One zooid broke off		NA	523
510	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	45	P1	NA	23:23	6.33	24.9	208	One zooid broke off		NA	524
511	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	60	P1	NA	23:23	6.3	24.7	208	One zooid broke off		NA	525
512	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	90	P1	NA	23:23	6.32	24.7	208	One zooid broke off		NA	526
513	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-2	Blastozooid	Moderate	15	5	2.5	6/26/2022	14	120	P1	NA	23:23	6.3	23.8	208	One zooid broke off		NA	527
514	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	0	P2	NA	23:23	6.23	25.8	208	Anesthetized		NA	521
515	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	15	P2	NA	23:23	6.23	25.5	208	Anesthetized		NA	522
516	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	30	P2	NA	23:23	6.26	25.3	208	Anesthetized		NA	523
517	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	45	P2	NA	23:23	6.28	24.9	208	Anesthetized		NA	524
518	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	60	P2	NA	23:23	6.22	24.7	208	Anesthetized		NA	525
519	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	90	P2	NA	23:23	6.19	24.4	208	Anesthetized		NA	526
520	Plastic	Anesthetized	Pegea sp.	D27-Pcon-B-1	Blastozooid	Anesthetized	28	2	3.5	6/26/2022	14	120	P2	NA	23:23	6.22	23.8	208	Anesthetized		NA	527
521	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	0	P3 control	NA	23:23	6.35	25.8	72	Control local seawater	Bubble found	NA	NA
522	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	15	P3 control	NA	23:23	6.36	25.5	72	Control local seawater	Bubble found	NA	NA
523	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	30	P3 control	NA	23:23	6.36	25.3	72	Control local seawater	Bubble found	NA	NA
524	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	45	P3 control	NA	23:23	6.41	24.9	72	Control local seawater	Bubble found	NA	NA
525	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	60	P3 control	NA	23:23	6.4	24.7	72	Control local seawater	Bubble found	NA	NA
526	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	90	P3 control	NA	23:23	6.4	24.4	72	Control local seawater	Bubble found	NA	NA
527	Plastic	Intact	NA	NA	NA	NA	NA	NA	NA	6/26/2022	14	120	P3 control	NA	23:23	6.41	23.8	72	Control local seawater	Bubble found	NA	NA
528	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	0	P4	NA	23:23	6.31	25.8	208	With Vibilia amphipod		NA	521
529	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	15	P4	NA	23:23	6.3	25.5	208	With Vibilia amphipod		NA	522
530	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	30	P4	NA	23:23	6.31	25.3	208	With Vibilia amphipod		NA	523
531	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	45	P4	NA	23:23	6.34	24.9	208	With Vibilia amphipod		NA	524
532	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	60	P4	NA	23:23	6.32	24.7	208	With Vibilia amphipod		NA	525
533	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	90	P4	NA	23:23	6.26	24.4	208	With Vibilia amphipod		NA	526
534	Plastic	Intact	Ritteriella amboinensis	D27-Ramb-B-1	Blastozooid	Moderate	28	10	3.5	6/26/2022	14	120	P4	NA	23:23	6.27	23.8	208	With Vibilia amphipod		NA	527
535	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	0	P5	NA	23:23	6.31	25.8	208	Broke apart		NA	521
536	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	15	P5	NA	23:23	6.32	25.5	208	Broke apart		NA	522
537	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	30	P5	NA	23:23	6.32	25.3	208	Broke apart		NA	523
538	Plastic	Intact	Salpa fusiformis	D27-Sfus-B-1	Blastozooid	Moderate	15	5	1.6	6/26/2022	14	45	P5	NA	23:23	6.35	24.9	208	Broke apart		NA	524
